outlet_name,merged_from,n_merged,postal_code,outlet_type,planning_area,region,neighborhood_type,pa_population,pa_area_sqkm,pa_population_density,n_outlets_at_postal,shared_postal,merge_group,merge_role,latitude,longitude,res_area_500m,com_area_500m,mixed_area_500m,inst_area_500m,open_area_500m,hdb_blocks_500m,rc_ratio_500m,res_area_1000m,com_area_1000m,mixed_area_1000m,inst_area_1000m,open_area_1000m,hdb_blocks_1000m,rc_ratio_1000m,res_area_1500m,com_area_1500m,mixed_area_1500m,inst_area_1500m,open_area_1500m,hdb_blocks_1500m,rc_ratio_1500m,open_hours_daily,g1_wins_hist,g2_wins_hist,combined_wins_hist,first_draw,last_draw,draws_i,hdb_proxy,com_area_proxy,volume_proxy,is_closed,exposure,p_share,expected_wins,win_rate_per_draw,win_share,std_residual,exposure_hdb,expected_wins_hdb,std_residual_hdb
7-Eleven Balestier Rd,7-Eleven Balestier Rd,1,329722,,NOVENA,CENTRAL REGION,residential,49330,8.968,5500.7,1,0,,unique,1.32242229055037,103.852590390225,399478,38363,52647,59828,8390,30,0.8681,1396775,72655,74812,497830,222896,166,0.9287,3240378,544987,165642,645755,359883,374,0.8411,0.0,1,1,2,3709,3739,474,166.0,72655.0,203.9982411332109,1,96695.16629714197,0.00038302647182293474,7.064540246302208,0.004219409282700422,0.00010843634786380394,-1.9054522715116764,78684.0,11.286459012652543,-2.76421164269791
7-Eleven Erskine Rd,7-Eleven Erskine Rd,1,069320,,OUTRAM,CENTRAL REGION,commercial,18340,1.3732,13355.8,1,0,,unique,1.2812137246811,103.845162755022,41713,362753,53639,22335,30953,16,0.1496,308434,820351,123894,240728,253382,64,0.2957,776962,1119416,187907,563696,704316,115,0.4178,0.0,2,27,29,1942,3638,2241,64.0,820351.0,493.0399162049508,1,1104902.4522152948,0.004376711930770441,80.72407485113001,0.012940651494868362,0.0015723270440251573,-5.756933241209351,143424.0,20.572786048379317,1.8579647289865153
7-Eleven Jalan Leban,7-Eleven Jalan Leban,1,577549,,ANG MO KIO,NORTH-EAST REGION,residential,162280,13.9426,11639.2,1,0,,unique,1.37137207632985,103.829054256663,296089,2525,0,0,14201,1,0.9915,1115162,2525,0,125282,114051,43,0.9977,3025814,122454,71739,274175,1944379,155,0.9508,11.14,12,32,44,1292,3633,2891,43.0,2525.0,44.32056374456483,1,128130.74978553691,0.000507548318098627,9.361221179011077,0.015219647180906262,0.0023855996530036867,11.321300538387383,124313.0,17.83149788063489,6.197049301616356
7-Eleven Kim Tian,7-Eleven Kim Tian,1,169247,,SINGAPORE RIVER,CENTRAL REGION,residential,3260,0.9576,3404.4,1,0,,unique,1.28508532787771,103.829289490938,528434,24632,5392,43796,9688,152,0.9511,1402044,270426,83502,334768,82652,270,0.8222,3178854,469163,184788,710541,340797,399,0.8535,0.0,4,11,15,1950,3307,2233,270.0,270426.0,411.4315925495794,1,918726.7461632108,0.0036392373851541803,67.1220943317837,0.006717420510523959,0.0008132726089785296,-6.361933255138101,602910.0,86.4816100264138,-7.6865674537706425
7-Eleven Store Bedok North Street 2,7-Eleven Store Bedok North Street 2,1,460123,Authorised Retailer (7-Eleven),BEDOK,EAST REGION,residential,276990,21.734,12744.6,1,0,,unique,1.32919868667839,103.937343347878,405134,0,37141,17592,48254,74,0.958,1727898,32867,215160,234775,153490,281,0.9289,3634751,551337,326969,384182,373698,415,0.8416,11.0,8,40,48,2127,4109,2056,281.0,32867.0,298.1892944921236,1,613077.1894758062,0.0024285060136142464,44.79136491510116,0.023346303501945526,0.002602472348731295,0.4794277627595569,577736.0,82.8706431311808,-3.8305364797379027
7-Eleven Store Bedok Road,7-Eleven Store Bedok Road,1,469539,,TAMPINES,EAST REGION,residential,259900,20.7954,12497.9,1,0,,unique,1.33144709315919,103.947134707266,384438,71984,16892,15969,29596,0,0.8301,1191653,391989,54033,218126,64385,59,0.7441,3209128,1023551,88875,492935,206688,238,0.7529,0.0,0,3,3,3935,4046,248,59.0,391989.0,264.0084996705831,1,65474.10791830461,0.0002593543970402534,4.783532499010433,0.012096774193548387,0.00016265452179570593,-0.8154675107730955,14632.0,2.098818924725891,0.6220489727754195
7-Eleven Store Bukit Batok West Avenue 6,7-Eleven Store Bukit Batok West Avenue 6,1,650132,Authorised Retailer (7-Eleven),BUKIT BATOK,WEST REGION,residential,158030,11.1402,14185.6,1,0,,unique,1.3506524380389,103.745625196086,506401,13499,34996,93952,43617,103,0.9441,1485675,127004,49693,277734,363838,283,0.9087,3295109,364661,226468,552185,1001826,641,0.877,11.0,5,31,36,1941,4119,2242,283.0,127004.0,349.4225258672124,1,783405.3029942903,0.0031032054724554436,57.235521733968206,0.016057091882247992,0.001951854261548471,-2.8069205016266405,634486.0,91.01088192137998,-5.766362572297245
7-Eleven Store Changi Road,7-Eleven Store Changi Road,1,419701,Authorised Retailer (7-Eleven),GEYLANG,CENTRAL REGION,residential,110110,9.6448,11416.5,1,0,,unique,1.31621766760551,103.898830016087,311569,110063,64768,18313,18044,41,0.7071,1452940,297562,71252,189416,59128,80,0.8171,3330850,823074,103764,443744,127038,190,0.7945,11.0,10,35,45,1651,4144,2532,80.0,297562.0,235.62359958819772,0,596598.9541573166,0.0023632328404287976,43.587466508868744,0.017772511848341232,0.002439817826935589,0.21395278320680955,202560.0,29.05527346859462,2.9580437387655416
7-Eleven Store Choa Chu Kang Drive,7-Eleven Store Choa Chu Kang Drive,1,682689,Authorised Retailer (7-Eleven),CHOA CHU KANG,WEST REGION,mixed,192070,6.1173,31397.9,1,0,,unique,1.40313482841143,103.749793059631,409705,158589,0,13601,83444,83,0.7209,753180,905366,8500,61724,148579,159,0.4544,1058913,2294312,8500,138173,272693,227,0.3163,11.0,12,45,57,2144,4160,2039,159.0,905366.0,632.5023822422494,0,1289672.3573919465,0.005108617853155342,94.22334768359713,0.027954879843060325,0.0030904359141184124,-3.8347421199483036,324201.0,46.503498784517404,1.5392237145008905
7-Eleven Store Circular Road,7-Eleven Store Circular Road,1,049413,Authorised Retailer (7-Eleven),DOWNTOWN CORE,CENTRAL REGION,commercial,3190,5.0836,627.5,1,0,,unique,1.28606946719614,103.84924456163,0,273881,20798,44671,73360,8,0.0353,60260,799065,104097,229846,548933,23,0.1166,475828,1486299,230506,473724,851510,65,0.2696,11.0,7,21,28,2197,4152,1986,23.0,799065.0,440.90743308938374,0,875642.1621155161,0.0034685718095137674,63.97433845467192,0.014098690835850957,0.0015181088700932553,-4.497694098652977,45678.0,6.552067444206482,8.379078433356238
7-Eleven Store Clementi Street 11,7-Eleven Store Clementi Street 11,1,120109,Authorised Retailer (7-Eleven),CLEMENTI,WEST REGION,residential,91990,9.5213,9661.5,1,0,,unique,1.32189101845703,103.770595266094,328299,0,23693,6506,11294,36,0.9663,2232353,60598,59278,32210,125073,120,0.9616,3773620,141122,116816,612783,256981,197,0.9505,11.0,2,18,20,2004,3932,2179,120.0,60598.0,151.69248387847105,1,330537.9223711884,0.001309318542567742,24.149071199119437,0.009178522257916476,0.0010843634786380394,-0.8443075474103986,261480.0,37.506777777291276,-2.858586519811677
7-Eleven Store Esplanade MRT Station,7-Eleven Store Esplanade MRT Station,1,189562,Authorised Retailer (7-Eleven),DOWNTOWN CORE,CENTRAL REGION,commercial,3190,5.0836,627.5,1,0,,unique,1.2936577245386,103.855081226245,9875,402233,20832,62970,149784,3,0.0469,27497,835947,92578,332822,447194,13,0.0772,421281,1435152,237575,464160,846259,54,0.2579,0.0,0,11,11,3821,4160,362,13.0,835947.0,450.19655468425105,0,162971.15279569887,0.0006455572502190108,11.906657923039436,0.03038674033149171,0.0005963999132509217,-0.2627535078976399,4706.0,0.675030198179336,12.566871930105643
7-Eleven Store Eunos Crescent,7-Eleven Store Eunos Crescent,1,401001,Authorised Retailer (7-Eleven),GEYLANG,CENTRAL REGION,residential,110110,9.6448,11416.5,1,0,,unique,1.32129030482793,103.902727807563,424557,10132,0,68275,16519,51,0.9767,1557122,298903,65336,152382,53556,139,0.8274,3344984,1159884,77753,301653,136096,231,0.7384,11.0,26,72,98,1194,4167,2989,139.0,298903.0,295.32493661055867,0,882726.2355289599,0.003496633063758347,64.49190022795895,0.03278688524590164,0.0053133810453263935,4.172508337767239,415471.0,59.59529780445535,4.974831832743736
7-Eleven Store Foch Road,7-Eleven Store Foch Road,1,209264,Authorised Retailer (7-Eleven),KALLANG,CENTRAL REGION,mixed,101290,8.5847,11798.9,1,0,,unique,1.31270184017357,103.859968759019,243150,209984,9383,50104,38968,24,0.5359,952862,749544,70464,169631,153040,143,0.5573,2448542,1170599,183381,440660,383497,323,0.668,11.0,6,24,30,2143,4169,2040,143.0,749544.0,535.0081708340987,0,1091416.6685015613,0.004323292381961089,79.73880469289033,0.014705882352941176,0.0016265452179570592,-5.570067827145317,291720.0,41.844413389901376,-1.8310272792870896
7-Eleven Store McCallum Street,7-Eleven Store McCallum Street,1,069044,Authorised Retailer (7-Eleven),OUTRAM,CENTRAL REGION,commercial,18340,1.3732,13355.8,1,0,,unique,1.27968475871905,103.847576349309,39471,334232,6062,29232,24673,1,0.1119,166466,786697,100288,133838,294998,42,0.2056,471553,999072,135644,556880,549922,80,0.3358,10.86,12,51,63,2465,4160,1718,42.0,786697.0,453.4390242209569,0,779008.243611604,0.003085787950915941,56.914272966693616,0.03667054714784633,0.0034157449577098243,0.8066810827789823,72156.0,10.350080531200204,16.365370685055858
7-Eleven Store Owen Road,7-Eleven Store Owen Road,1,210045,Authorised Retailer (7-Eleven),ROCHOR,CENTRAL REGION,residential,13120,1.5885,8259.6,1,0,,unique,1.31559567579803,103.850825476141,395740,5264,0,58042,12316,30,0.9869,1334648,258096,34814,368795,112256,79,0.8307,2844715,676804,162642,737136,270785,250,0.7942,11.0,12,36,48,2127,4162,2056,79.0,258096.0,213.98305751176386,0,439949.1662441865,0.0017427156225174542,32.142646941711924,0.023346303501945526,0.002602472348731295,2.796983321844008,162424.0,23.29815233937111,5.117627821460472
7-Eleven Store Plaza Singapura,7-Eleven Store Plaza Singapura,1,238839,Authorised Retailer (7-Eleven),MUSEUM,CENTRAL REGION,mixed,510,0.8295,614.8,1,0,,unique,1.30082071769235,103.845067272666,138909,111896,39662,451630,20454,0,0.5465,675406,413598,157306,668735,333755,19,0.605,1731049,1180904,275701,959910,543155,53,0.5863,11.0,10,38,48,2164,4167,2019,19.0,413598.0,235.30991034634596,0,475090.7089892725,0.0018819174218163192,34.71008492798019,0.0237741456166419,0.002602472348731295,2.2557676673652023,38361.0,5.502514541512432,18.1168477443018
7-Eleven Store Sin Ming,7-Eleven Store Sin Ming,1,574369,Authorised Retailer (7-Eleven),BISHAN,CENTRAL REGION,residential,87320,7.6081,11477.2,1,0,,unique,1.35327556197146,103.834836368264,366654,70503,11473,32956,13718,11,0.8301,1096694,415418,11473,234993,47978,49,0.7236,2992336,424655,48726,612731,354671,133,0.8704,11.0,12,25,37,1416,4095,2767,49.0,415418.0,266.26176223351746,1,736746.2961001428,0.0029183809825268758,53.8266188417257,0.013371882905674015,0.002006072435480373,-2.2934976901849398,135583.0,19.448070412186336,3.9800324125497784
7-Eleven Store Sixth Avenue,7-Eleven Store Sixth Avenue,1,276472,Authorised Retailer (7-Eleven),BUKIT TIMAH,CENTRAL REGION,mixed,77860,17.5149,4445.3,1,0,,unique,1.33109923987903,103.795114609687,364700,4602,2102,0,11293,0,0.9848,1975723,4602,5519,84832,46296,0,0.9963,4012551,17689,5519,534916,322622,0,0.9949,11.0,19,29,48,1283,4148,2900,0.0,4602.0,2.4068254861335987,0,6979.793909787436,2.7648184885495233e-05,0.5099431220280741,0.016551724137931035,0.002602472348731295,66.50308933197053,0.0,0.0,
7-Eleven Store Tai Thong Crescent,7-Eleven Store Tai Thong Crescent,1,347857,,TOA PAYOH,CENTRAL REGION,residential,121850,8.1802,14895.7,1,0,,unique,1.32908239719806,103.869753021979,250108,102215,39249,115523,4219,4,0.6888,1217231,467552,45071,340279,86627,139,0.7167,2907445,927013,75999,859638,274862,343,0.7532,0.0,0,6,6,3422,4046,761,139.0,467552.0,383.52761184109875,1,291864.5126110761,0.0011561264000747177,21.323595322978093,0.00788436268068331,0.00032530904359141186,-3.3184131699636095,105779.0,15.172974783937946,-2.35491280725026
7-Eleven Store Upper Thomson Road,7-Eleven Store Upper Thomson Road,1,787113,Authorised Retailer (7-Eleven),YISHUN,NORTH REGION,mixed,221610,21.011,10547.3,1,0,,unique,1.3989655869656,103.818134405398,286548,0,26092,0,164900,0,0.9583,1206048,0,26092,7532,469240,0,0.9894,2268566,0,26092,7532,473826,0,0.9943,11.0,10,36,46,1364,3837,2819,0.0,0.0,0.0,1,0.0,0.0,0.0,0.016317843206810925,0.002494036000867491,,0.0,0.0,
7-Eleven Store Yishun Ring Road,7-Eleven Store Yishun Ring Road,1,760103,Authorised Retailer (7-Eleven),YISHUN,NORTH REGION,residential,221610,21.011,10547.3,1,0,,unique,1.43136934951878,103.828892847163,523226,2044,50385,61710,20701,83,0.9527,1281057,39548,91239,238871,132145,185,0.9397,2185151,320033,201084,404206,240643,376,0.8446,12.0,41,117,158,1245,4156,2938,185.0,39548.0,205.68342771091082,0,604297.9106146559,0.0023937297539923068,44.14995158263411,0.053778080326752895,0.008566471481240512,17.134368539931366,543530.0,77.96412316540894,9.064363384161156
A.P. Mini Mart - Bedok Reservoir Road,A.P. Mini Mart - Bedok Reservoir Road,1,470121,Authorised Retailer,GEYLANG,CENTRAL REGION,residential,110110,9.6448,11416.5,1,0,,unique,1.33130517787872,103.909992224709,460413,6875,2497,51839,30887,89,0.9827,1440535,612754,38230,232941,94216,180,0.6979,2753415,1263769,74552,372185,155787,297,0.682,11.0,2,19,21,3349,4179,834,180.0,612754.0,500.4676105889411,0,417389.98723117687,0.0016533547674151194,30.494475330204462,0.025179856115107913,0.0011385816525699415,-1.7193345389617156,150120.0,21.53326250545727,-0.11491748993496528
A.P. Mini Mart - Lorong 8 Toa Payoh,A.P. Mini Mart - Lorong 8 Toa Payoh,1,310234,Authorised Retailer,TOA PAYOH,CENTRAL REGION,residential,121850,8.1802,14895.7,1,0,,unique,1.33860148626926,103.857914069837,291744,120546,0,71913,17775,59,0.7076,1265562,224068,19938,273962,110718,230,0.845,3315183,372856,101922,659689,321170,509,0.8882,11.0,10,19,29,1494,4120,2689,230.0,224068.0,347.1865651949116,1,933584.6738091174,0.0036980922361539064,68.20761320362264,0.010784678319077723,0.0015723270440251573,-4.7473798139425885,618470.0,88.71354157840499,-6.339833773199662
ACE Signature Geylang Road,ACE Signature Geylang Road,1,389409,Authorised Retailer,GEYLANG,CENTRAL REGION,residential,110110,9.6448,11416.5,1,0,,unique,1.31318416956181,103.883694389395,378660,131081,3412,54095,14008,22,0.7412,1420605,402161,9329,223349,170529,125,0.7779,2893819,1019589,29514,422499,659619,247,0.7377,11.0,0,2,2,4058,4088,125,125.0,402161.0,335.3284103278953,1,41916.051290986914,0.00016603681294057016,3.062382977875876,0.016,0.00010843634786380394,-0.6070875862731613,15625.0,2.2412551735129886,-0.16115024965633964
Afro Asia Co Pte Ltd,Afro Asia Co Pte Ltd,1,760604,Authorised Retailer,YISHUN,NORTH REGION,residential,221610,21.011,10547.3,1,0,,unique,1.42171348124463,103.83554529409,414860,0,0,89191,91218,99,1.0,1173284,14894,135753,295527,417799,300,0.9375,3539852,21855,246267,483660,541827,572,0.9619,11.0,8,31,39,2144,4162,2039,300.0,14894.0,307.7894956085341,0,627582.781545801,0.0024859652017519378,45.85114218111274,0.019127023050514957,0.002114508783344177,-1.0117842185143822,611700.0,87.74245053682527,-5.203582924337115
B.H. Mini Mart,B.H. Mini Mart,1,350137,Authorised Retailer,TOA PAYOH,CENTRAL REGION,residential,121850,8.1802,14895.7,1,0,,unique,1.33385759374197,103.865845367722,314782,0,36968,145049,6555,44,0.9475,1402449,155428,64874,280586,53913,152,0.8842,3107841,522994,70513,633136,294830,402,0.8492,11.0,6,18,24,1610,4062,2573,152.0,155428.0,233.28815116444437,1,600250.4129461154,0.002377696907563059,43.85424176309306,0.009327633113097552,0.0013012361743656475,-2.998109583850119,391096.0,56.09893973377509,-4.285617046087019
Balestier Khalsa Football Club,Balestier Khalsa Football Club,1,310070,Authorised Retailer,TOA PAYOH,CENTRAL REGION,residential,121850,8.1802,14895.7,2,1,310070,concurrent,1.33444874946936,103.852333287558,415070,82015,45015,52340,86166,88,0.8072,1587824,282645,50722,200471,230096,323,0.8397,3276366,469329,165152,749404,354341,533,0.8589,11.0,4,17,21,2334,4179,1849,323.0,282645.0,470.8220750821884,0,870550.0168269663,0.0034484009310865107,63.6023067729596,0.011357490535424553,0.0011385816525699415,-5.341911413652982,597227.0,85.66643862474507,-6.986723999872808
Bedok Betting Centre - Lottery Lobby (Public),Bedok Betting Centre - Lottery Lobby (Public),1,460215,Betting Centre,BEDOK,EAST REGION,residential,276990,21.734,12744.6,2,1,,unique,1.32607594879214,103.933497473796,457952,32867,118031,19897,79481,82,0.8491,1691020,289446,265515,233145,157307,271,0.812,4016634,475015,344552,452709,355501,432,0.8662,8.0,1,6,7,2164,4109,2019,271.0,289446.0,422.3789677660638,1,852783.1359196828,0.00337802320725797,62.304260034665994,0.003467062902426944,0.0003795272175233138,-7.006477225450032,547149.0,78.48323372367733,-8.068926254045525
Bukit Merah Betting Centre,Bukit Merah Betting Centre,1,150169,Betting Centre,BUKIT MERAH,CENTRAL REGION,residential,151250,14.4612,10459.0,3,1,150169,name_duplicate,1.28331722010432,103.818863104657,158103,156103,63674,96689,47896,47,0.5026,1201379,277342,89893,294866,210580,205,0.7945,2890938,621731,134472,574611,1434161,469,0.8111,0.0,2,7,9,2264,4100,1919,205.0,277342.0,350.04862972083106,1,671743.3204342749,0.0026608928227694487,49.077507223159714,0.004689942678478374,0.00048796356538711777,-5.7208354108323265,393395.0,56.4287090549851,-6.313806188979497
Bukit Merah Betting Centre - Lottery Lobby (Public),Bukit Merah Betting Centre - Lottery Lobby (Public),1,150169,Betting Centre,BUKIT MERAH,CENTRAL REGION,residential,151250,14.4612,10459.0,3,1,150169,name_duplicate,1.28333217787948,103.819138070812,158103,145078,63674,75672,47896,52,0.5178,1190613,261447,89893,294866,210794,208,0.8013,2887610,598785,136460,572922,1434161,472,0.8159,8.0,2,6,8,2264,4100,1919,208.0,261447.0,344.73561557435266,1,661547.6462871828,0.002620505973602487,48.33261217712427,0.004168837936425221,0.00043374539145521576,-5.801445497909824,399152.0,57.254495041155614,-6.509401754756706
Cheers Bedok North Street 3,Cheers Bedok North Street 3,1,460539,,BEDOK,EAST REGION,residential,276990,21.734,12744.6,1,0,,unique,1.33131386579703,103.925307290709,678200,0,44562,14728,138776,71,0.9692,1473797,209603,285867,175088,223017,244,0.821,3144790,616111,361239,356062,824701,381,0.8067,0.0,6,39,45,2201,4087,1982,244.0,209603.0,353.6214346740679,1,700877.6835240027,0.002776299132416559,51.20606119829101,0.022704339051463168,0.002439817826935589,-0.8672720859732167,483608.0,69.36889164494524,-2.9258590397890574
Cheers Changi Village Road,Cheers Changi Village Road,1,500004,Authorised Retailer,CHANGI,EAST REGION,residential,1850,41.4711,44.6,2,1,500004,concurrent,1.38909635615366,103.98746284567,48051,7044,48160,28350,151097,7,0.6986,119287,7044,48160,28350,813694,7,0.8216,119287,73374,48160,28350,836124,7,0.5953,0.0,18,78,96,1889,4066,2294,7.0,7044.0,10.683980600679067,1,24509.051497957782,9.708464117163272e-05,1.790629121769594,0.041848299912816043,0.00520494469746259,70.40301886027076,16058.0,2.3033648368813804,61.736588686634725
Cheers Haig Road,Cheers Haig Road,1,430012,,GEYLANG,CENTRAL REGION,residential,110110,9.6448,11416.5,1,0,,unique,1.31561468089698,103.896129520656,279188,178622,64768,19455,18676,34,0.5962,1237435,384434,70685,175622,54088,66,0.752,3564301,812580,85515,469216,118836,230,0.8083,0.0,8,25,33,1996,4007,2187,66.0,384434.0,267.05726834773657,1,584054.2458764999,0.0023135410560630345,42.67095123802661,0.015089163237311385,0.0017891997397527651,-1.4804816584289693,144342.0,20.704464272333556,2.702187354565898
Cheers Harbourfront Centre,Cheers Harbourfront Centre,1,099253,Authorised Retailer,BUKIT MERAH,CENTRAL REGION,mixed,151250,14.4612,10459.0,1,0,,unique,1.26401293230767,103.82005101011,58761,173210,1338,0,3542,0,0.2547,304352,218765,14323,20159,800511,9,0.5796,1119893,422419,14323,152323,1323774,66,0.724,11.0,18,61,79,1946,4175,2237,9.0,218765.0,123.41311983355426,0,276075.1490676609,0.001093581968517721,20.170025827340847,0.03531515422440769,0.004283235740620256,13.099219832146176,20133.0,2.887884186133568,44.788230913146236
Cheers Hougang Avenue 3,Cheers Hougang Avenue 3,1,530023,Authorised Retailer,HOUGANG,NORTH-EAST REGION,residential,227560,13.933,16332.4,1,0,,unique,1.36486665431312,103.890727968932,548022,0,5246,99658,14700,46,0.9953,1728843,324786,151972,201626,110785,192,0.8183,3244153,1302081,159561,383479,440269,415,0.7063,11.0,4,22,26,2256,4144,1927,192.0,324786.0,361.86163023454736,0,697307.3614619728,0.002762156462052991,50.94521378610536,0.013492475350285417,0.0014096725222294514,-3.494906293231217,369984.0,53.07062746348989,-3.715961545752821
Cheers Hougang Central,Cheers Hougang Central,1,530810,Authorised Retailer,HOUGANG,NORTH-EAST REGION,residential,227560,13.933,16332.4,1,0,,unique,1.37158744105995,103.893369990045,523626,24019,45723,31369,18176,89,0.921,1677026,24019,45723,184360,309812,302,0.9732,3348496,1134538,129158,683632,431124,531,0.74,11.0,13,66,79,1668,4181,2515,302.0,24019.0,314.5618299329515,0,791123.0022813731,0.003133776629646877,57.799376157207,0.03141153081510934,0.004283235740620256,2.788605406450844,759530.0,108.94723468405249,-2.869119388570911
Cheers Maude Rd,Cheers Maude Rd,1,208358,,KALLANG,CENTRAL REGION,mixed,101290,8.5847,11798.9,1,0,,unique,1.30830240671003,103.857735757768,223188,185239,20642,57847,58284,38,0.5442,778149,786788,153316,197640,153507,120,0.4975,1638766,1342474,211905,458526,389106,209,0.5464,0.0,0,4,4,2883,3137,1300,120.0,786788.0,531.4866168153155,1,690932.6018599102,0.002736904923919284,50.479474416767275,0.003076923076923077,0.00021687269572760788,-6.541898419239284,156000.0,22.376691652353678,-3.8848064806006986
Cheers New Upper Changi Road,Cheers New Upper Changi Road,1,461059,,BEDOK,EAST REGION,residential,276990,21.734,12744.6,1,0,,unique,1.32405898618809,103.940695612461,477330,0,30407,40567,44796,57,0.9701,2000768,4136,184934,182457,153817,206,0.9559,3806577,483761,338957,418995,290059,314,0.8589,0.0,9,42,51,2259,3956,1924,206.0,4136.0,208.16310956337432,1,400505.8227999322,0.0015864736379912893,29.26091977911134,0.02650727650727651,0.0027651268705270004,4.018807262580464,396344.0,56.85171459141324,-0.7760886862063436
Cheers Northshore Plaza II,Cheers Northshore Plaza II,1,820418,Authorised Retailer,PUNGGOL,NORTH-EAST REGION,residential,174450,9.3743,18609.4,1,0,,unique,1.41796176594116,103.901323351032,214554,10654,0,21574,41054,51,0.9527,465414,53497,0,427363,162704,94,0.8969,870033,617047,73668,612727,402780,172,0.581,11.0,0,6,6,3755,4035,428,94.0,53497.0,121.97869253187508,1,52206.880403642535,0.00020680058757477056,3.814230037229068,0.014018691588785047,0.00032530904359141186,1.119182762417002,40232.0,5.770891401009571,0.09537179108465307
Cheers Woodlands Centre,Cheers Woodlands Centre,1,731005,,WOODLANDS,NORTH REGION,residential,255130,13.6125,18742.3,1,0,,unique,1.4416756560120672,103.77002767602397,208240,91347,0,210752,59480,19,0.6951,811224,216434,28001,318649,108816,107,0.7817,1094657,874111,69198,359999,510697,207,0.5541,0.0,12,30,42,1678,3287,2505,107.0,216434.0,220.1940172242154,1,551586.0131466596,0.0021849287054661022,40.29882504361679,0.016766467065868262,0.002277163305139883,0.2679802504600092,268035.0,38.44702914768345,0.5730074271463091
Cheng Chew Wah Agency - Bedok South Road,Yeo Kean Fatt Dept Store | Cheng Chew Wah Agency - Bedok South Road,2,460017,Authorised Retailer,BEDOK,EAST REGION,residential,276990,21.734,12744.6,2,1,460017,replacement_merged,1.32014883000628,103.935563486677,346249,56079,24258,84635,46011,48,0.8401,1555382,387331,172696,128709,130147,146,0.7761,3792745,426008,299990,392609,462586,307,0.8725,11.0,9,48,57,1632,4160,2551,146.0,387331.0,348.57238643407493,0,889208.1577933251,0.003522309091946984,64.96546889187017,0.022344178753430026,0.0030904359141184124,-0.9882573595373833,372446.0,53.42377755866998,0.48927973374440636
Cheng Chew Wah Agency - Marine Terrace,Cheng Chew Wah Agency - Marine Terrace,1,440058,Authorised Retailer,MARINE PARADE,CENTRAL REGION,residential,46220,6.1331,7536.2,1,0,,unique,1.30611781253448,103.914026029355,440625,6545,0,131218,2047,49,0.9854,1457536,73145,5165,227381,376984,77,0.9507,2924406,172737,35703,405402,688756,78,0.9392,11.0,18,42,60,1223,4162,2960,77.0,73145.0,115.25450894898785,0,341153.34648900403,0.0013513680948096434,24.924633140669062,0.02027027027027027,0.0032530904359141183,7.025671421106005,227920.0,32.69292026541314,4.775824958072804
Cheng Tai Boon Beng,Cheng Tai Boon Beng,1,238841,Authorised Retailer,NEWTON,CENTRAL REGION,mixed,8260,2.0687,3992.8,1,0,,unique,1.30125729409965,103.841150144584,155039,164928,36066,412804,24117,0,0.4861,1070374,387588,91857,586135,279349,0,0.7203,2000506,986971,269606,916750,471335,27,0.6556,11.0,10,37,47,1224,4167,2959,0.0,387588.0,202.70679628847225,0,599809.4102175893,0.0023759500185960084,43.82202214298478,0.015883744508279823,0.0025482541747993926,0.48007010227666613,0.0,0.0,
China Square Betting Centre - Level 2,China Square Betting Centre - Level 2,1,048441,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,5.0836,627.5,2,1,048441,concurrent,1.28286636225753,103.849289233227,17995,328196,20798,15001,55716,8,0.0774,72696,795207,103600,144542,341082,24,0.1281,407991,1135336,185929,464953,808585,73,0.2897,0.0,0,1,1,3782,3782,401,24.0,795207.0,439.8897162867972,1,176395.77623100567,0.0006987345324647008,12.887459716778942,0.0024937655860349127,5.421817393190197e-05,-3.3113523714189412,9624.0,1.380469746552896,-0.32382224729122244
China Square Betting Centre - Lottery Lobby (Public),China Square Betting Centre - Lottery Lobby (Public),1,048441,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,5.0836,627.5,2,1,048441,concurrent,1.28286636225753,103.849289233227,17995,328196,20798,15001,55716,8,0.0774,72696,795207,103600,144542,341082,24,0.1281,407991,1135336,185929,464953,808585,73,0.2897,0.0,1,6,7,2615,3959,1568,24.0,795207.0,439.8897162867972,1,689747.075137698,0.002732208845148755,50.39285993992364,0.004464285714285714,0.0003795272175233138,-6.112709703094142,37632.0,5.39794654013701,0.6895451603414208
Chng Siow Eng Agency,Chng Siow Eng Agency,1,510625,Authorised Retailer,PASIR RIS,EAST REGION,residential,147110,15.8032,9308.9,1,0,,unique,1.37860239032585,103.941978177673,342639,0,19965,78575,15959,178,0.9725,1426811,110922,32965,183915,728036,326,0.9189,2067335,979277,56801,233057,947821,427,0.6753,11.0,18,46,64,1195,4152,2988,326.0,110922.0,384.0117115543049,0,1147426.994124263,0.004545159081512453,83.83091409941568,0.0214190093708166,0.003469963131641726,-2.1659111271327105,974088.0,139.72350524524288,-6.406133327211931
Choice Decor Bedok North,Choice Decor Bedok North,1,460416,,BEDOK,EAST REGION,residential,276990,21.734,12744.6,1,0,,unique,1.32840382815915,103.930684870347,446550,16679,173709,23453,45564,84,0.8375,1587110,220747,289887,163309,262673,273,0.8257,3490995,577820,377673,464039,362690,460,0.8276,0.0,2,26,28,2323,3556,1860,273.0,220747.0,388.44969699859485,1,722516.4364173864,0.0028620140186181257,52.78698655939271,0.015053763440860216,0.0015181088700932553,-3.411617206959157,507780.0,72.83613132841121,-5.253572106478542
