outlet_name,merged_from,n_merged,postal_code,outlet_type,planning_area,region,neighborhood_type,pa_population,pa_area_sqkm,pa_population_density,n_outlets_at_postal,shared_postal,merge_group,merge_role,latitude,longitude,res_area_500m,com_area_500m,mixed_area_500m,inst_area_500m,open_area_500m,hdb_blocks_500m,rc_ratio_500m,res_area_1000m,com_area_1000m,mixed_area_1000m,inst_area_1000m,open_area_1000m,hdb_blocks_1000m,rc_ratio_1000m,res_area_1500m,com_area_1500m,mixed_area_1500m,inst_area_1500m,open_area_1500m,hdb_blocks_1500m,rc_ratio_1500m,open_hours_daily,g1_wins_hist,g2_wins_hist,combined_wins_hist,first_draw,last_draw,draws_i,hdb_proxy,com_area_proxy,volume_proxy,is_closed,exposure,p_share,expected_wins,win_rate_per_draw,win_share,std_residual,exposure_hdb,expected_wins_hdb,std_residual_hdb
NTUC FairPrice Xpress Macpherson Road,NTUC FairPrice Xpress Macpherson Road,1,348501,Authorised Retailer (FairPrice),TOA PAYOH,CENTRAL REGION,mixed,121850,8.1802,14895.7,1,0,,unique,1.32869206523005,103.872188869956,228234,249539,0,52165,219,0,0.4777,1169931,685558,44340,282613,77686,120,0.6275,2630358,1000580,70513,798606,279296,280,0.7202,12.0,8,46,54,2176,4152,2007,120.0,685558.0,478.5437780579699,0,960437.3625623456,0.003804460434544526,70.16946825473924,0.026905829596412557,0.0029277813923227064,-1.9302859310180547,240840.0,34.546169343287566,3.309826145500908
NTUC FairPrice Yew Tee Point,NTUC FairPrice Yew Tee Point,1,689578,Authorised Retailer (FairPrice),CHOA CHU KANG,WEST REGION,residential,192070,6.1173,31397.9,1,0,,unique,1.39696992267974,103.746443198224,462636,7270,8500,61204,66431,105,0.9759,1120442,113333,8500,153959,236065,246,0.9053,1377809,819189,8500,161088,410353,271,0.6266,12.0,13,66,79,1383,4160,2800,246.0,113333.0,305.2726538070359,0,854763.4306597005,0.003385867501202381,62.448940192176714,0.028214285714285713,0.004283235740620256,2.094417566566288,688800.0,98.80170006500778,-1.9921418969078544
NTUC FairPrice Yishun MRT Station,NTUC FairPrice Yishun MRT Station,1,769093,Authorised Retailer (FairPrice),YISHUN,NORTH REGION,residential,221610,21.011,10547.3,1,0,,unique,1.42944308477331,103.835005047246,353806,14894,79431,56657,61080,88,0.8781,1348952,16937,172486,324985,225175,322,0.9329,2942168,489309,279932,511800,461219,592,0.8304,11.0,18,85,103,1468,4169,2715,322.0,16937.0,330.8579755016612,0,898279.4034870102,0.0035582418832761182,65.62821329514472,0.03793738489871087,0.005584471914985904,4.613160566940444,874230.0,125.39984066177664,-2.0003059957721048
NTUC FairPrice Yishun Ring Road,NTUC FairPrice Yishun Ring Road,1,760849,Authorised Retailer (FairPrice),YISHUN,NORTH REGION,residential,221610,21.011,10547.3,1,0,,unique,1.4169831658118,103.835218177871,491485,0,46251,83114,83410,110,0.957,1905053,0,56322,278875,274872,251,0.9856,2646905,19812,135753,375692,568533,389,0.9687,11.0,12,61,73,1973,4167,2210,251.0,0.0,251.0,0,554710.0,0.0021973033639757036,40.527063245167874,0.0330316742081448,0.003957926697028844,5.100925723081546,554710.0,79.56778606716094,-0.7362924732787809
NTUC FairPrice Yung Kuang Road,NTUC FairPrice Yung Kuang Road,1,610063,,JURONG WEST,WEST REGION,mixed,262730,14.6804,17896.7,1,0,,unique,1.33221936370928,103.722686866956,418312,70840,28317,58876,15641,69,0.8357,831091,745598,58253,114960,709265,132,0.5261,1049719,2288521,58253,169303,1139789,140,0.3176,0.0,14,38,52,1353,3861,2830,132.0,745598.0,521.9444304237807,1,1477102.7380992994,0.00585106238460333,107.91699462162381,0.018374558303886925,0.0028193450444589027,-5.3826841940426045,373560.0,53.58357008752077,-0.21633234938061374
NTUC FairPrice Zhongshan Mall,NTUC FairPrice Zhongshan Mall,1,329984,Authorised Retailer (FairPrice),NOVENA,CENTRAL REGION,residential,49330,8.968,5500.7,1,0,,unique,1.32702991607724,103.846490871841,262004,21987,60729,130835,70139,13,0.8481,1344957,234117,149301,389488,180198,99,0.8214,3347094,349238,149318,732140,390956,366,0.8898,11.0,1,5,6,3950,4170,233,99.0,234117.0,221.44214740050842,0,51596.02034431846,0.00020438086400160403,3.7696006556455846,0.02575107296137339,0.00032530904359141186,1.1487749493462427,23067.0,3.3087381175951425,1.4795333636259662
Nalayanee Trading Enterprise,Nalayanee Trading Enterprise,1,534839,Authorised Retailer,GEYLANG,CENTRAL REGION,commercial,110110,9.6448,11416.5,1,0,,unique,1.33843759646141,103.886437101573,45054,405445,0,12232,3431,0,0.1,528562,1063681,10093,388559,54217,59,0.333,1927045,2130760,12737,732841,206309,184,0.475,10.5,14,33,47,1216,4156,2967,59.0,1063681.0,615.300421537608,0,1825596.350702083,0.007231506557767942,133.3779069514719,0.015840916750926862,0.0025482541747993926,-7.4792961067044015,175053.0,25.109660280894026,4.368497414336143
Nan Huat Wine Store,Nan Huat Wine Store,1,570513,Authorised Retailer,BISHAN,CENTRAL REGION,residential,87320,7.6081,11477.2,1,0,,unique,1.34946633905282,103.849467349041,445950,107064,0,147620,14644,74,0.8064,1164150,284256,22747,361620,165444,191,0.799,2756071,537965,57191,873313,591594,388,0.8309,11.0,19,74,93,1261,4160,2922,191.0,284256.0,339.6646209009979,0,992500.0222727158,0.0039314662394508825,72.51196332043207,0.03182751540041068,0.0050422901756668834,2.405999378906329,558102.0,80.05433567026853,1.4468779993754157
Nel's Store,Nel's Store,1,470741,Authorised Retailer,BEDOK,EAST REGION,residential,276990,21.734,12744.6,1,0,,unique,1.33773088769346,103.922272109998,237275,0,33122,27609,27356,40,0.9388,1103384,207481,77684,137326,676400,115,0.8226,2049745,574407,175748,639630,742464,272,0.7635,11.0,16,36,52,1264,4177,2919,115.0,207481.0,223.51163813309108,0,652430.4717104929,0.002584391249931894,47.66651221374385,0.017814319972593355,0.0028193450444589027,0.6276693025431747,335685.0,48.15076754692528,0.5547183487121683
Ng Nam Thye Trading - Ang Mo Kio Avenue 3,7-Eleven Big Mac Centre | Ng Nam Thye Trading - Ang Mo Kio Avenue 3,2,569922,Authorised Retailer,ANG MO KIO,NORTH-EAST REGION,residential,162280,13.9426,11639.2,2,1,569922,replacement_merged,1.36929729654979,103.84715944541,366103,19300,108154,8873,17265,91,0.8513,1592959,19300,228174,155461,559198,270,0.9275,3299366,204060,380365,979822,924221,527,0.8985,12.0,8,50,58,2142,4169,2041,270.0,19300.0,280.0938139683569,0,571671.4743094165,0.002264490731353375,41.76626704908165,0.028417442430181284,0.0031446540880503146,2.511918629968025,551070.0,79.04566326193937,-2.367138087313437
Ng Nam Thye Trading - Taman Jurong,The Little Plaza | Ng Nam Thye Trading - Taman Jurong,2,610399,Authorised Retailer,JURONG WEST,WEST REGION,mixed,262730,14.6804,17896.7,2,1,610399,replacement_merged,1.3350420286067,103.72026802061,468899,167353,28317,48093,18555,82,0.7269,870348,744276,28317,121576,583531,132,0.5384,1532275,2154556,90897,262794,1196015,204,0.4176,11.0,15,56,71,1507,4105,2676,132.0,744276.0,521.2530303167255,1,1394873.1091275574,0.00552533643706663,101.90930524525692,0.026532137518684603,0.0038494903491650403,-3.0618388059179464,353232.0,50.66771503682176,2.856409890459362
Ng Teo Guan Self Service,Ng Teo Guan Self Service,1,400301,Authorised Retailer,GEYLANG,CENTRAL REGION,mixed,110110,9.6448,11416.5,1,0,,unique,1.33068802490987,103.901953040703,325812,228605,0,49938,14570,62,0.5877,919001,1221914,0,126304,43229,149,0.4293,2143071,2159462,38230,297593,100037,263,0.4981,12.0,33,126,159,1198,4160,2985,149.0,1221914.0,788.0555751984898,0,2352345.891967492,0.00931805365263759,171.8621815692477,0.053266331658291456,0.008620689655172414,-0.9811253022143817,444765.0,63.79723886384028,11.919241048696856
OCN (Singapore) Pte Ltd,OCN (Singapore) Pte Ltd,1,120501,Authorised Retailer,CLEMENTI,WEST REGION,mixed,91990,9.5213,9661.5,1,0,,unique,1.31129566365301,103.758864434999,289211,112937,34305,61494,28387,19,0.7019,1116809,679159,91842,148690,162111,93,0.6159,2502060,1248154,178865,351134,251199,243,0.6596,11.0,15,55,70,1218,4156,2965,93.0,679159.0,448.1971295821401,0,1328904.4892110454,0.005264023191479951,97.08964374365623,0.023608768971332208,0.003795272175233138,-2.749266498137488,275745.0,39.5529541005017,4.841229815382554
Ong Eng Siang Trading,Ong Eng Siang Trading,1,160071,Authorised Retailer,SINGAPORE RIVER,CENTRAL REGION,residential,3260,0.9576,3404.4,1,0,,unique,1.28424655193409,103.83250362707,366823,57154,3790,60515,12319,107,0.862,1329976,257491,49480,425819,116926,249,0.8276,2739055,694769,238244,711512,357413,377,0.7784,11.0,8,36,44,1403,4100,2780,249.0,257491.0,383.6666452086107,1,1066593.2736799377,0.004224962571885824,77.92520967586213,0.015827338129496403,0.0023855996530036867,-3.843116508057508,692220.0,99.2922659973863,-5.548897181447582
Overseas Emporium (Private) Limited,Overseas Emporium (Private) Limited,1,059108,Authorised Retailer,OUTRAM,CENTRAL REGION,commercial,18340,1.3732,13355.8,1,0,,unique,1.28413397178419,103.842519972666,79403,193374,83344,46958,84855,24,0.34,386732,798267,149389,267658,228903,67,0.3458,1325682,1224779,201490,649865,762011,187,0.5183,9.5,10,52,62,1514,4124,2669,67.0,798267.0,484.490082646547,1,1293104.030583634,0.0051222113110849996,94.47406542165173,0.023229674035219184,0.0033615267837779224,-3.3410298751819245,178823.0,25.650430329159242,7.177148728714513
PFG Framing & Trading,PFG Framing & Trading,1,640960,Authorised Retailer,JURONG WEST,WEST REGION,residential,262730,14.6804,17896.7,1,0,,unique,1.34138531163603,103.691459639611,494287,0,30125,71758,65460,99,0.9713,1211432,118298,40280,179533,110616,275,0.899,2031681,853034,40280,2073480,224124,424,0.7015,11.0,22,95,117,1917,4177,2266,275.0,118298.0,336.86932667506136,0,763345.894245689,0.003023746644738862,55.76998311556357,0.05163283318623124,0.006343526350032531,8.199061097576877,623150.0,89.3848423279756,2.9208925971916573
Papillon Florist Pte Ltd,Papillon Florist Pte Ltd,1,160133,Authorised Retailer,BUKIT MERAH,CENTRAL REGION,residential,151250,14.4612,10459.0,1,0,,unique,1.27955093259631,103.82740093837,442768,64064,6898,28220,23044,87,0.8686,1670224,240394,39712,359391,104228,260,0.8666,2543038,444091,108302,716395,1050060,404,0.839,12.0,8,25,33,1340,4150,2843,260.0,240394.0,385.7249904201652,0,1096616.1477645298,0.004343888429040541,80.11867818522373,0.01160745691171298,0.0017891997397527651,-5.264125213460492,739180.0,106.02822394606918,-7.092184014657267
Pinthely Floral Centre,Pinthely Floral Centre,1,199588,,KALLANG,CENTRAL REGION,mixed,101290,8.5847,11798.9,1,0,,unique,1.30274220636743,103.86510408137,72321,76836,48737,27954,97769,26,0.4886,400035,387179,67042,117717,263989,55,0.5075,838926,1560814,162032,180224,1206729,107,0.3591,0.0,11,35,46,1230,3756,2953,55.0,387179.0,257.4928911116299,1,760376.507452643,0.003011984384117447,55.5530399806622,0.015577378936674569,0.002494036000867491,-1.2817038256382112,162415.0,23.29686137639117,4.703673771881207
Poon Long Heng,Poon Long Heng,1,760716,,YISHUN,NORTH REGION,residential,221610,21.011,10547.3,1,0,,unique,1.42621096565013,103.827704108295,429075,2044,0,100883,7906,36,0.9953,922721,8839,91239,156160,131245,170,0.9468,2500977,58961,209733,379100,314986,336,0.9408,0.0,5,21,26,1784,3153,2399,170.0,8839.0,174.6227575992905,1,418919.99548069795,0.0016594153977869952,30.60625759678334,0.010837849103793247,0.0014096725222294514,-0.8326128455101024,407830.0,58.49927023448333,-4.249114018598502
Precise Optics,Precise Optics,1,179098,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,5.0836,627.5,1,0,,unique,1.29222075807721,103.850612609298,0,161545,0,138144,366207,0,0.0,64716,881544,134627,345894,522683,14,0.1221,673528,1575003,293754,494144,733023,49,0.3227,0.0,9,45,54,1434,3732,2749,14.0,881544.0,475.04358243115104,1,1305894.8081032343,0.005172877818758707,95.4085584891856,0.019643506729719897,0.0029277813923227064,-4.239322391850717,38486.0,5.520444582900535,20.63343818279166
Prime Admiralty Place,Prime Admiralty Place,1,731678,Authorised Retailer,MANDAI,NORTH REGION,residential,2090,11.7673,177.6,1,0,,unique,1.44054545356313,103.801759723219,568369,0,22793,36909,39948,133,0.9807,1560765,269569,52723,247489,143250,382,0.8428,2310973,1288954,79474,356149,252658,556,0.6389,11.0,2,15,17,3843,4180,340,382.0,269569.0,522.983385369741,0,177814.35102571192,0.0007043537554252733,12.991100665063742,0.05,0.0009217089568423336,1.112249392116445,129880.0,18.630030203895483,-0.37764946371305863
Prime Bidadari,Prime Bidadari,1,340106,,TOA PAYOH,CENTRAL REGION,residential,121850,8.1802,14895.7,1,0,,unique,1.33369947750043,103.870796085779,446017,0,36968,94653,17210,56,0.9617,1020296,294941,64690,372109,150028,123,0.7628,2895880,924346,70513,799691,252655,292,0.7534,0.0,0,1,1,3952,3952,231,123.0,294941.0,277.2528282715623,1,64045.40333073089,0.0002536950481977893,4.679151468960026,0.004329004329004329,5.421817393190197e-05,-1.7008425650614107,28413.0,4.075570127681571,-1.5234613785992661
Prime Buangkok Square,Prime Buangkok Square,1,530991,Authorised Retailer,SENGKANG,NORTH-EAST REGION,residential,249370,10.603,23518.7,1,0,,unique,1.38433426615655,103.881623070164,208420,0,28621,119248,32984,52,0.9396,1247079,162464,45146,465893,107765,246,0.8728,3448681,390177,118886,759366,403083,688,0.8864,12.0,1,10,11,3705,4120,478,246.0,162464.0,330.9679478007842,1,158202.67904877485,0.0006266684913988237,11.558273655359905,0.02301255230125523,0.0005963999132509217,-0.16421039579448435,117588.0,16.8668616539549,-1.4285278311219944
Prime Century Square,NTUC FP Century Square | Prime Century Square,2,529509,,TAMPINES,EAST REGION,residential,259900,20.7954,12497.9,2,1,529509,replacement_merged,1.35236829566862,103.943812302253,294345,169877,35313,38160,116828,62,0.6246,1562713,169877,87048,292128,312584,314,0.8827,3572521,347428,251320,788656,570589,754,0.8866,0.0,4,25,29,2789,3892,1394,314.0,169877.0,402.84491375660957,1,561565.8097767137,0.002224460426017402,41.027948097464964,0.02080344332855093,0.0015723270440251573,-1.8778099963741064,437716.0,62.78612796988232,-4.263895694679216
Prime Chai Chee Road,Prime Chai Chee Road,1,461025,Authorised Retailer,BEDOK,EAST REGION,residential,276990,21.734,12744.6,1,0,,unique,1.32328959946584,103.924149636877,417883,107127,37039,51592,19369,53,0.7764,1646955,471615,222520,151374,79759,131,0.751,4057081,616593,282828,332112,353626,306,0.8471,11.0,8,29,37,2015,4160,2168,131.0,471615.0,377.6525427298777,0,818750.7126383749,0.0032432148242104984,59.81785421773843,0.017066420664206643,0.002006072435480373,-2.9502538523229913,284008.0,40.73820155642091,-0.5856818797113812
Prime Compassvale Street,Prime Compassvale Street,1,540263,Authorised Retailer,SENGKANG,NORTH-EAST REGION,residential,249370,10.603,23518.7,1,0,,unique,1.39484816528775,103.896042268385,363063,17465,27086,166459,41593,97,0.9239,1805123,17465,36764,379365,123511,426,0.9807,3659614,50604,141897,645552,436908,914,0.9684,12.0,8,40,48,1915,4178,2268,426.0,17465.0,435.13411714804937,0,986884.177691776,0.003909220896498234,72.10167021501343,0.021164021164021163,0.002602472348731295,-2.8384057445015167,966168.0,138.58745782289262,-7.694955416590402
Prime Hougang,Prime Hougang,1,531159,,SERANGOON,NORTH-EAST REGION,residential,116900,10.1005,11573.6,1,0,,unique,1.35209060355776,103.879314590828,418384,0,23236,36456,3099,23,0.9737,1912220,19983,121062,170015,157902,123,0.9608,3813812,196559,213136,569389,251169,294,0.9282,0.0,1,4,5,3077,3738,1106,123.0,19983.0,133.4510199238174,1,147596.82803574204,0.0005846568598999106,10.783411123993952,0.0045207956600361665,0.00027109086965950986,-1.7611890813992865,136038.0,19.513335762839034,-3.2855000940652355
Prime Joo Seng,Prime Joo Seng,1,360001,Authorised Retailer,GEYLANG,CENTRAL REGION,mixed,110110,9.6448,11416.5,1,0,,unique,1.33429242412799,103.878746207181,306695,97146,0,321240,15221,23,0.7594,1135817,620053,25441,468670,169883,110,0.6448,2453702,1487438,73172,741311,255406,255,0.6204,11.0,2,5,7,3771,4124,412,110.0,620053.0,434.2849550529327,1,178925.40148180825,0.0007087548206750926,13.072273912531408,0.01699029126213592,0.0003795272175233138,-1.6794836648350868,45320.0,6.500715805670953,0.19582459086296028
Prime Keat Hong,Prime Keat Hong,1,680253,Authorised Retailer,CHOA CHU KANG,WEST REGION,residential,192070,6.1173,31397.9,1,0,,unique,1.37743962648904,103.744383226772,646914,16632,0,46469,42050,119,0.9749,1734389,45591,90395,411247,155731,329,0.9515,2831800,45591,96779,635394,658271,424,0.9684,11.0,5,24,29,2723,4179,1460,329.0,45591.0,352.84388977364557,0,515152.07906952256,0.002040607517979736,37.636965061618255,0.01986301369863014,0.0015723270440251573,-1.4078418298798303,480340.0,68.90012864289464,-4.806891058052961
Prime Punggol Field,Prime Punggol Field,1,820108,Authorised Retailer,PUNGGOL,NORTH-EAST REGION,residential,174450,9.3743,18609.4,1,0,,unique,1.39649861628108,103.908866307025,544185,0,0,75622,38424,148,1.0,1847169,21180,49128,310550,149155,494,0.9761,3501639,25687,138148,516789,549866,829,0.9741,12.0,11,60,71,2154,4117,2029,494.0,21180.0,505.0770455880725,1,1024801.3254981991,0.004059417353074494,74.87189366010597,0.03499260719566289,0.0038494903491650403,-0.4474700910869187,1002326.0,143.7739733149811,-6.069262894672167
Prime Serangoon North,Prime Serangoon North,1,552542,,SERANGOON,NORTH-EAST REGION,residential,116900,10.1005,11573.6,1,0,,unique,1.37368393003779,103.871416978631,319018,287433,40928,46266,13319,72,0.5244,1290369,670043,62925,171659,214707,168,0.6533,3512921,978145,62925,510807,389253,305,0.7783,12.29,1,14,15,2924,3742,1259,168.0,670043.0,518.4295022176043,1,652702.7432919638,0.002585469765303676,47.686404351261,0.011914217633042097,0.0008132726089785296,-4.7333635313450175,211512.0,30.33935131264507,-2.784863086660059
Prime Woodlands,Prime Woodlands,1,730678,,MANDAI,NORTH REGION,residential,2090,11.7673,177.6,1,0,,unique,1.43998366608733,103.801293104268,464199,0,22793,66177,39948,130,0.9766,1646362,227595,52723,247489,143250,392,0.8682,2444193,1175840,79474,373519,245586,572,0.6714,0.0,7,45,52,2147,3454,2036,392.0,227595.0,511.03117047296314,1,1040459.463082953,0.0041214419756494865,76.01587579887914,0.025540275049115914,0.0028193450444589027,-2.754522201544475,798112.0,114.48144953873908,-5.839605871190007
Prime Yishun Avenue 6,Prime Yishun Avenue 6,1,760461,Authorised Retailer,SIMPANG,NORTH REGION,residential,,,,1,0,,unique,1.42841338853064,103.84997365333,432524,0,0,72427,29986,104,1.0,1255538,4918,51124,157432,257399,247,0.9768,2008284,115959,98706,315150,383506,390,0.9256,11.0,3,3,6,3505,4155,678,247.0,4918.0,249.5720920775326,0,169209.8784285671,0.0006702699339997662,12.362458662691688,0.008849557522123894,0.00032530904359141186,-1.8095581659052475,167466.0,24.021378488801673,-3.676961180431482
Rangoon Betting Centre - Lottery Lobby (Public),Rangoon Betting Centre - Lottery Lobby (Public),1,210677,Betting Centre,KALLANG,CENTRAL REGION,residential,101290,8.5847,11798.9,2,1,,unique,1.31252896906352,103.855137853723,294353,136148,2995,33255,32769,20,0.6825,1211116,468901,49232,247962,154716,132,0.7146,2281802,1179582,212711,629417,343618,253,0.65,8.0,1,8,9,2259,4152,1924,132.0,468901.0,377.2331328277989,0,725796.5475606851,0.002875007112756296,53.02663118767712,0.004677754677754678,0.00048796356538711777,-6.046004095788176,253968.0,36.42925401003179,-4.54452877195507
Rangoon Provision Shop,Rangoon Provision Shop,1,210681,Authorised Retailer,KALLANG,CENTRAL REGION,residential,101290,8.5847,11798.9,1,0,,unique,1.3137206738217,103.855272733514,303413,93069,2995,21327,77370,18,0.7633,1327401,442329,58398,218136,145829,149,0.7421,2412710,1107984,216794,629236,284744,283,0.6745,11.0,16,60,76,1700,4096,2483,149.0,442329.0,380.3360952750953,1,944374.5245680617,0.0037408327228396054,68.99591874005368,0.030608135320177206,0.00412058121882455,0.8432172355289426,369967.0,53.068188977861105,3.147902124265929
River Hong Bao,River Hong Bao,1,039805,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,5.0836,627.5,1,0,,unique,1.28866180924693,103.858941046991,0,206242,0,48957,69930,0,0.0,0,536070,9588,127513,843762,0,0.0088,193215,1107498,51652,312585,1269482,14,0.162,0.0,1,2,3,3035,3239,1148,0.0,536070.0,280.3622204153929,1,321855.8290368711,0.0012749272518215026,23.514758232595792,0.002613240418118467,0.00016265452179570593,-4.2305432975590485,0.0,0.0,
S E Store,S E Store,1,600352,Betting Centre,TENGAH,WEST REGION,residential,10,7.3635,1.4,4,1,600352,replacement_unmerged,1.34492289474517,103.730400848037,363418,0,43091,65516,225945,41,0.947,899033,0,128848,206545,556787,143,0.9373,2854151,4879,181715,608707,1412485,446,0.9685,0.0,13,31,44,1365,3601,2818,143.0,0.0,143.0,1,402974.0,0.0015962505197215575,29.441244585744407,0.015613910574875798,0.0023855996530036867,2.683157506736736,402974.0,57.80272398663827,-1.8154765801391903
STC Racecourse - Kranji 1,STC Racecourse - Kranji 1,1,738078,,SUNGEI KADUT,NORTH REGION,mixed,750,17.5891,42.6,2,1,738078,concurrent,1.41993788166264,103.767403498455,0,0,0,0,1229340,0,0.5,40405,17793,0,0,1382706,3,0.6943,447420,576992,40789,458013,1462290,44,0.4392,0.0,3,4,7,1590,3494,2593,3.0,17793.0,12.305659685957218,1,31908.575565687068,0.00012639545065017238,2.3312376917917796,0.002699575780948708,0.0003795272175233138,3.057795843472805,7779.0,1.1158223356644825,5.5704239817010945
Seah Geok Eng Agency - Rivervale Plaza,Seah Geok Eng Agency - Rivervale Plaza,1,540118,Authorised Retailer,SENGKANG,NORTH-EAST REGION,residential,249370,10.603,23518.7,1,0,,unique,1.3849334568541,103.901558018707,334600,0,15351,63536,58944,111,0.9781,1504806,72745,37888,184815,140070,356,0.9432,3066605,821492,102230,450944,400808,735,0.7813,11.0,22,81,103,1196,4179,2987,356.0,72745.0,394.0453107320271,0,1177013.343156565,0.00466235578655912,85.9924901272964,0.034482758620689655,0.005584471914985904,1.834047034861196,1063372.0,152.53043176760661,-4.010456998346233
Seah Geok Eng Agency - Upper Serangoon View,Seah Geok Eng Agency - Upper Serangoon View,1,537476,Authorised Retailer,PAYA LEBAR,EAST REGION,mixed,40,11.6853,3.4,1,0,,unique,1.37791506138102,103.903623796196,217103,147104,0,40279,25961,29,0.5961,880269,1145908,15351,151031,275024,153,0.4349,2165052,1639314,57893,255747,380277,478,0.5681,11.0,2,18,20,3367,4131,816,153.0,1145908.0,752.3047760026901,0,613880.6972181952,0.0024316888483663364,44.85006911926871,0.024509803921568627,0.0010843634786380394,-3.710616254598743,124848.0,17.908238457775973,0.49429445636825464
Seah Koon Huat (Boon Tiong Rd),Seah Koon Huat (Boon Tiong Rd),1,161011,,SINGAPORE RIVER,CENTRAL REGION,residential,3260,0.9576,3404.4,1,0,,unique,1.28636578139912,103.828789865335,517718,23978,5392,40244,5568,132,0.9512,1440718,261966,90059,221204,117711,266,0.8288,3349893,428966,183744,761466,332917,373,0.8686,0.0,2,11,13,3183,3795,1000,266.0,261966.0,403.0070502608593,1,403007.05026085925,0.0015963814375874086,29.443659234862164,0.013,0.0007048362611147257,-3.0304182783591083,266000.0,38.155128073885116,-4.0723966824751745
Seah Koon Huat - Bukit Merah View,Seah Koon Huat - Bukit Merah View,1,151116,Authorised Retailer,RIVER VALLEY,CENTRAL REGION,residential,10070,1.4757,6823.9,1,0,,unique,1.28513427067055,103.821532226321,361396,94923,67739,37985,63730,60,0.7542,1470278,205181,95317,255412,159693,256,0.8572,3060644,592252,174454,622892,699780,453,0.8225,11.0,27,54,81,1286,4134,2897,256.0,205181.0,363.3087483855667,0,1052505.4440729867,0.004169158213957411,76.89595409823049,0.027959958577839145,0.00439167208848406,0.46801574575128313,741632.0,106.37993963793822,-2.4607115916268545
Seng Yeok Chan Agency,Seng Yeok Chan Agency,1,560338,Authorised Retailer,BISHAN,CENTRAL REGION,residential,87320,7.6081,11477.2,1,0,,unique,1.36389570157547,103.848986957428,359052,0,31067,42788,344621,60,0.9602,1532926,159702,235311,201524,395661,291,0.8561,3073617,413302,291618,547485,884317,461,0.852,11.0,12,57,69,1329,4178,2854,291.0,159702.0,374.52343411267015,0,1068889.8809575606,0.004234059835134822,78.09299959922664,0.024176594253679046,0.003741054001301236,-1.0289662249764235,830514.0,119.12920314719784,-4.59284387579555
Serangoon Avenue 3 Betting Centre - Lottery Lobby (Public),Serangoon Avenue 3 Betting Centre - Lottery Lobby (Public),1,550267,Betting Centre,SERANGOON,NORTH-EAST REGION,residential,116900,10.1005,11573.6,2,1,,unique,1.35319405066769,103.870920824793,389614,19983,83592,11685,24761,80,0.8747,1930560,19983,107199,233515,112848,144,0.9642,4431128,81356,110969,470691,230817,204,0.9704,8.0,2,5,7,1565,3948,2618,144.0,19983.0,154.4510199238174,1,404352.770160554,0.0016017120695618965,29.54197741099962,0.00267379679144385,0.0003795272175233138,-4.14736472387446,376992.0,54.075857303872546,-6.401717879237557
Shell Station Geylang Road,Shell Station Geylang Road,1,389266,Authorised Retailer,KALLANG,CENTRAL REGION,mixed,101290,8.5847,11798.9,1,0,,unique,1.31198237882226,103.875582544247,170947,202517,1965,54938,32003,27,0.458,825668,512676,5373,76567,596778,78,0.6165,1922972,1188432,9223,268710,763817,210,0.6177,11.0,1,0,1,4160,4160,23,78.0,512676.0,346.1272626964426,0,7960.927042018179,3.1534624884699554e-05,0.5816246213733985,0.043478260869565216,5.421817393190197e-05,0.5485860086401453,1794.0,0.2573319540020673,1.4640229322640532
Shell Station Tuas South Avenue 5,Shell Station Tuas South Avenue 5,1,637365,Authorised Retailer,TUAS,WEST REGION,commercial,70,47.6951,1.5,1,0,,unique,1.28941779146838,103.625751502111,0,445616,0,4011,0,0,0.0,0,1983181,0,4011,0,0,0.0,0,4007506,0,4011,0,0,0.0,11.0,0,4,4,4034,4160,149,0.0,1983181.0,1037.1948227761661,0,154542.02859364875,0.000612168014466034,11.290826858811531,0.026845637583892617,0.00021687269572760788,-2.1697710530397516,0.0,0.0,
Sheng Moh Fruits & Provision Store,Sheng Moh Fruits & Provision Store,1,128632,Authorised Retailer,CLEMENTI,WEST REGION,residential,91990,9.5213,9661.5,1,0,,unique,1.30836839456285,103.762107951222,384404,62367,0,69586,102463,32,0.8604,1167720,545622,143280,247831,183926,140,0.6675,2277114,1170351,178865,646229,586297,216,0.6526,11.0,13,39,52,1385,4177,2798,140.0,545622.0,425.357873836416,0,1190151.330994292,0.0047143976550520425,86.95235034977988,0.01858470335954253,0.0028193450444589027,-3.7483119036253103,391720.0,56.1884465003845,-0.5587653411762387
Sheng Siong Canberra Street,Sheng Siong Canberra Street,1,750105,Authorised Retailer,SEMBAWANG,NORTH REGION,residential,102640,12.6362,8122.7,1,0,,unique,1.44885564679911,103.832409172149,312941,0,0,73723,12306,68,1.0,1850849,215053,28599,89319,176959,128,0.8905,2989654,407478,70829,191266,396933,247,0.8723,11.0,0,4,4,4019,4180,164,128.0,215053.0,240.47176038015837,0,39437.36870234597,0.00015621831752810463,2.8812906484883616,0.024390243902439025,0.00021687269572760788,0.6590581479691442,20992.0,3.0110994305526178,0.5698887432065611
